road,id,model_type,name,lat,lon,length,condition
N1,200092,bridge,bridge 46,23.5329743291,90.8309774761999,12.2,A
N1,200093,link,link 47,23.52794549715,90.83759804469994,1755.0,
N1,200094,bridge,bridge 47,23.5229166652,90.8442186132,4.5,C
N1,200095,link,link 48,23.5165022117035,90.85996950836764,3693.0,
N1,200096,bridge,bridge 48,23.510087758207,90.8757204035353,28.9,C
N1,200097,link,link 49,23.508045096153502,90.88894747121765,2832.0,
N1,200098,bridge,bridge 49,23.5060024341,90.9021745389,5.9,B
N1,200099,link,link 50,23.505807787850003,90.91182028035,1992.0,
N1,200100,bridge,bridge 50,23.5056131416,90.9214660218,3.0,B
N1,200101,link,link 51,23.5040104632,90.9323539573,2268.0,
N1,200102,bridge,bridge 51,23.5024077848,90.9432418928,6.0,B
N1,200103,link,link 52,23.5018814886,90.94531315084996,440.0,
N1,200104,bridge,bridge 52,23.5013551924,90.9473844088999,3.0,A
N1,200105,link,link 53,23.4986257532,90.95948083024994,2640.0,
N1,200106,bridge,bridge 53,23.495896314,90.9715772516,4.6,B
N1,200107,link,link 54,23.4945845643,90.9801486466,1862.0,
N1,200108,bridge,bridge 54,23.4932728146,90.9887200416,4.5,A
N1,200109,link,link 55,23.4900767041627,91.0031433671235,3116.0,
N1,200110,bridge,bridge 55,23.4868805937254,91.017566692647,22.825000000000003,C
N1,200111,link,link 56,23.484333958515947,91.0319507888608,3123.0,
N1,200112,bridge,bridge 56,23.4817873233065,91.0463348850746,4.6,B
N1,200113,link,link 57,23.48176857658745,91.05134492687941,1033.0,
N1,200114,bridge,bridge 57,23.4817498298684,91.0563549686842,4.6,B
N1,200115,link,link 58,23.4811814579342,91.0618823689421,1169.0,
N1,200116,bridge,bridge 58,23.480613086,91.0674097692,1.5,A
N1,200117,link,link 59,23.479142685550002,91.07607520425,1901.0,
N1,200118,bridge,bridge 59,23.4776722851,91.0847406393,1.0,C
N1,200119,link,link 60,23.4778940950191,91.0958869233537,2567.0,
N1,200120,bridge,bridge 60,23.4781159049382,91.1070332074074,3.0,B
N1,200121,link,link 61,23.47876214650575,91.1154626449881,1488.0,
N1,200122,bridge,bridge 61,23.4794083880733,91.1238920825688,1.4,A
N1,200123,link,link 62,23.47947665603665,91.1264696132844,552.0,
N1,200124,bridge,bridge 62,23.479544924,91.129047144,2.9,A
N1,200125,link,link 63,23.4615894419136,91.13920697955939,4724.0,
N1,200126,bridge,bridge 63,23.4436339598272,91.1493668151188,23.125,C
N1,200127,link,link 64,23.432441365159498,91.15863057617764,3379.0,
